,Unnamed: 0,기관,시군구,주소,지역
20,,(사단)서울시장애인부모회,서울특별시 성동구서울특별시 광진구,"서울특별시 동대문구 장한로26길 37 (장안동, 르.메이에르 장안타운 5차)208호",서울
21,,서울특별시립24시간게스트하우스,서울특별시 성동구서울특별시 광진구,서울 성동구 송정동   가람길 125번지,서울
22,,구립서울숲데이케어센터,서울특별시 성동구서울특별시 광진구,서울 성동구 왕십리로5길 3 (성수동1가)3층,서울
23,,(사)서울농아인협회 성동지부,서울특별시 성동구서울특별시 광진구,서울 성동구 마장동527-2 성동장애인생활회관 3층,서울
24,,한양대학교병원,서울특별시 성동구서울특별시 광진구,서울특별시 성동구 왕십리로222-1 한양대학교병원,서울
25,,성모주간보호센터,서울특별시 성동구서울특별시 광진구,서울특별시 성동구 독서당로44길25,서울
26,,성모보호작업장,서울특별시 성동구서울특별시 광진구,서울 성동구 금호산9가길 57-10 (금호동2가)성모보호작업장,서울
27,,서울교통공사,서울특별시 성동구서울특별시 광진구,서울특별시 성동구 천호대로 346 (용답동)서울교통공사,서울
28,,성동정신건강센터,서울특별시 성동구서울특별시 광진구,서울 성동구 행당로 12 (금호동1가)3층 정신건강복지센터,서울
29,,이든아이빌,서울특별시 성동구서울특별시 광진구,서울 성동구 하왕십리동 978,서울
30,,다정노인복지센터,서울특별시 성동구서울특별시 광진구,서울특별시 성동구 용답중앙11길 3-1 (용답동)1층,서울
31,,성동구치매지원센터,서울특별시 성동구서울특별시 광진구,서울 성동구 성수1가2동685-54 광명빌딩 2층,서울
32,,사과나무열림터 지역아동센터,서울특별시 성동구서울특별시 광진구,서울 성동구 행당동308-3 2층,서울
33,,성동구건강가정지원센터,서울특별시 성동구서울특별시 광진구,서울특별시 성동구 도선동 무학로 6길 9 성동구 건강가정지원센터 3층,서울
34,,서울특별시 장애인치과병원,서울특별시 성동구서울특별시 광진구,서울특별시 성동구 마장로207,서울
35,,시립동부노인전문요양센터,서울특별시 성동구서울특별시 광진구,서울특별시 성동구 홍익동 마장로23길12 시립동부노인전문요양센터,서울
36,,성동장애인종합복지관,서울특별시 성동구서울특별시 광진구,서울 성동구 마장동527-2 성동장애인종합복지관,서울
37,,옥수종합사회복지관,서울특별시 성동구서울특별시 광진구,서울 성동구 옥수2동 204-8,서울
38,,성동종합사회복지관,서울특별시 성동구서울특별시 광진구,서울 성동구 마장동527-2,서울
39,,시립성동노인종합복지관,서울특별시 성동구서울특별시 광진구,서울 성동구 마장동798-1 성동노인종합복지관,서울
0,,동대문지역아동센터,서울특별시 동대문구,서울 동대문구 사가정로4길 80 (답십리동)2층,서울
1,,장안데이케어센터,서울특별시 동대문구,서울 동대문구 장한로 51 (장안동)성안빌딩 2층,서울
2,,(사)서울시지체장애인협회 동대문구지회,서울특별시 동대문구,서울 동대문구 청계천로 521 (용두동)4층,서울
3,,성복행복한 홈스쿨,서울특별시 동대문구,서울특별시 동대문구 장안벚꽃로 139 (장안동),서울
4,,도담,서울특별시 동대문구,서울 동대문구 사가정로 258 (장안동)4층,서울
5,,사단법인 소중한집,서울특별시 동대문구,서울특별시 동대문구 장한로 74 (장안동)2층,서울
6,,에이스협동조합,서울특별시 동대문구,서울특별시 동대문구 고산자로 420 (용두동)6층,서울
7,,사회적협동조합되돌림,서울특별시 동대문구,서울특별시 동대문구 왕산로 225 (청량리동)미주상가A동 제5층 제11호,서울
8,,사단법인 우리사랑복지원,서울특별시 동대문구,서울특별시 동대문구 망우로21가길 15 (휘경동)15,서울
9,,(사)꿈드래장애인일자리센터,서울특별시 동대문구,서울특별시 동대문구 장한로28가길 7 (장안동)1층 (맨우측건물),서울
10,,소풍데이케어센터,서울특별시 동대문구,서울특별시 동대문구 한천로137,서울
11,,동대문장애인종합복지관,서울특별시 동대문구,서울특별시 동대문구 청계천로521,서울
12,,HE지역아동센터,서울특별시 동대문구,서울특별시 동대문구 사가정로4길80,서울
13,,동대문실버데이케어센터,서울특별시 동대문구,서울특별시 동대문구 약령시로5길22,서울
14,,아름다운 안암 지역아동센터,서울특별시 동대문구,"서울특별시 동대문구 약령시로12, 2층",서울
15,,은천재가노인지원센터,서울특별시 동대문구,서울특별시 동대문구 장안동 장한로27가길53,서울
16,,한마음지역아동센터,서울특별시 동대문구,"서울특별시 동대문구 청량리동 왕산로45길31, 2층",서울
17,,동대문구수어통역센터,서울특별시 동대문구,서울특별시 동대문구 청계천로 521 (용두동)5층 동대문구수어통역센터,서울
18,,동대문아이존,서울특별시 동대문구,서울특별시 동대문구 장안동 답십리로63길73 형제빌딩 2층,서울
19,,다일작은천국,서울특별시 동대문구,서울특별시 동대문구 전농동 서울시립대로57,서울
20,,동대문노인종합복지관부설구립데이케어센터,서울특별시 동대문구,서울특별시 동대문구 청량리동 홍릉로81 홍릉문화복지센터 3층,서울
21,,실버빌전문요양원,서울특별시 동대문구,서울특별시 동대문구 답십리동 전농로3길20,서울
22,,동대문노인종합복지관병설주간보호센터,서울특별시 동대문구,서울특별시 동대문구 제기로33길 25,서울
23,,위드유 정신재활시설,서울특별시 동대문구,"서울특별시 동대문구 장한로5길 17(장안동,401호)",서울
24,,동대문 푸드뱅크마켓,서울특별시 동대문구,서울특별시 동대문구 천호대로2길23-9 신설동복지지원센터 1층,서울
25,,동문엔터프라이즈,서울특별시 동대문구,서울특별시 동대문구 한천로58-2 3층,서울
26,,가나안쉼터,서울특별시 동대문구,서울특별시 동대문구 왕산로 256-1 (전농동)죽정빌딩,서울
27,,경희의료원,서울특별시 동대문구,서울특별시 동대문구 경희대로 23 (회기동)경희의료원 정보행정동지하2층 자원봉사실,서울
28,,꿈사랑방지역아동센터,서울특별시 동대문구,서울특별시 동대문구 답십리동  80 청솔우성아파트상가 3층 309호,서울
29,,한길지역아동센터,서울특별시 동대문구,서울 동대문구 이문동 300-2,서울
30,,사회복지법인 서울특별시동대문구사회복지협의회,서울특별시 동대문구,서울특별시 동대문구 천호대로65길 17 (답십리동)구립답십리청소년독서실  5층,서울
31,,아름드리주간보호센터,서울특별시 동대문구,"서울특별시 동대문구 한천로58길107, 1층",서울
32,,마인드,서울특별시 동대문구,"서울특별시 동대문구 전농로38길 35 (전농동)2,3층 마인드",서울
33,,새날동대문장애인자립생활센터,서울특별시 동대문구,"서울특별시 동대문구 천호대로 307 (답십리동, 클래식타워)606호",서울
34,,재단법인 서울문화재단,서울특별시 동대문구,서울 동대문구 용두동   255-67(청계천로 517) 경영지원팀,서울
35,,재단법인 교보교육재단,서울특별시 동대문구,서울 동대문구 신설동 98-32 교보재단빌딩 9층,서울
36,,삼육서울병원재가노인복지센터,서울특별시 동대문구,서울특별시 동대문구 망우로 82 (휘경동)유자원1층,서울
37,,한국장애인연맹,서울특별시 동대문구,서울특별시 영등포구 의사당대로22 이룸센터 405호,서울
38,,(사) 프렌드아시아,서울특별시 동대문구,서울특별시 은평구 녹번동5-29 미래청 410호,서울
39,,길벗둥지,서울특별시 동대문구,서울 동대문구 전농동 209-96,서울
40,,동원데이케어센터,서울특별시 동대문구,서울 동대문구 제기동   880,서울
41,,경희대학교 산학협력단,서울특별시 동대문구,서울 동대문구 회기동1 경희대학교 생활과학대학 403호 동대문구건강가정지원센터,서울
42,,희망노인주야간보호센터,서울특별시 동대문구,서울 동대문구 답십리동257-7,서울
43,,동대문노인종합복지관,서울특별시 동대문구,서울 동대문구 청량리동11-1(청소년4길 3-1),서울
44,,동문장애인복지관,서울특별시 동대문구,서울특별시 동대문구 장안벚꽃로7길 5동문장애인복지관 2층,서울
45,,멘토스병원,서울특별시 동대문구,"서울 동대문구 답십리동12-262, 1층",서울
46,,사)사랑나눔의사회,서울특별시 동대문구,서울 동대문구 회기동77-9,서울
47,,동대문구정신건강복지센터,서울특별시 동대문구,서울특별시 동대문구 청량리동 홍릉로81 홍릉문화복지센터 2층,서울
48,,해피아트지역아동센터,서울특별시 동대문구,서울 동대문구 휘경2동294-152 2층,서울
49,,동대문구치매지원센터,서울특별시 동대문구,서울 동대문구 청량리동 203-1,서울
50,,노인전문요양시설 유자원,서울특별시 동대문구,서울 동대문구 휘경동44-4 노인전문요양시설 유자원,서울
51,,다일공동체,서울특별시 동대문구,서울특별시 동대문구 서울시립대로 57 (전농동),서울
52,,서울명병원,서울특별시 동대문구,서울특별시 동대문구 고산자로421 서울명병원,서울
53,,대상(주),서울특별시 동대문구,서울 동대문구 신설동 96-48 대상빌딩,서울
54,,휘경데이케어센터,서울특별시 동대문구,"서울 동대문구 답십리로 172 (답십리동)다온빌딩 3, 4층",서울
55,,(사)전국미아실종가족찾기시민의모임,서울특별시 동대문구,서울 동대문구 청량리동 744번지,서울
56,,(사)아드라코리아,서울특별시 동대문구,서울 동대문구 회기동66,서울
57,,(사)열린사회시민연합,서울특별시 동대문구,서울특별시 동대문구 외대역동로 61-1 (휘경동)3층,서울
58,,삼육서울병원,서울특별시 동대문구,서울 동대문구 휘경2동29-1,서울
59,,장안종합사회복지관,서울특별시 동대문구,서울특별시 동대문구 한천로18길48,서울
60,,은천복지재단 은천노인복지회,서울특별시 동대문구,서울 동대문구 장안4동298-21번지,서울
61,,은천노인요양센터,서울특별시 동대문구,서울 동대문구 장한로27가길 66 (장안동)-,서울
62,,동대문종합사회복지관,서울특별시 동대문구,서울 동대문구 제기2동220번지,서울
0,,영지요양원,서울특별시 중랑구,서울 중랑구 봉우재로 47 (면목동)-,서울
1,,사랑채요양원,서울특별시 중랑구,서울 중랑구 면목로 220 (면목동)2층,서울
2,,하나데이케어 중랑센터,서울특별시 중랑구,서울 중랑구 망우로 316 (상봉동)2층,서울
3,,애원희망홈,서울특별시 중랑구,"서울 중랑구 봉화산로 153 (상봉동, 신내12단지신내아파트)-",서울
4,,한길지역아동센터,서울특별시 중랑구,서울 중랑구 동일로110길 37 (상봉동)1층,서울
5,,구립신내경로복지센터,서울특별시 중랑구,서울 중랑구 망우로65길 20 (신내동)신내경로복지센터,서울
6,,주식회사 가가호호재가주간복지센터,서울특별시 중랑구,서울 중랑구 겸재로54길 99 (면목동)1층,서울
7,,예원주야간보호센터,서울특별시 중랑구,서울특별시 중랑구 용마산로 554 (망우동)2층,서울
